title,id,activity,creation,status
C API marshalling doc contains XXX,12743,2015-01-29.16:42:09,2011-08-12.14:43:03,1
Deprecate addinfourl getters,12707,2015-01-29.05:30:23,2011-08-07.23:46:10,1
Missing enumeration of HTTPResponse Objects methods of urllib.request.urlopen's http.client.HTTPResponse?,21228,2015-01-29.04:32:18,2014-04-15.00:08:03,1
HTTPResponse.msg not as documented,22989,2015-01-29.03:59:05,2014-12-03.18:45:17,1
Attempt full test coverage of LocaleTextCalendar.formatweekday,13330,2015-01-29.01:20:40,2011-11-03.06:14:09,1
wrong time.timezone,22799,2015-01-28.18:55:49,2014-11-05.15:00:06,1
time.mktime doesn't update time.tzname,22798,2015-01-28.13:40:57,2014-11-05.12:12:28,1
Add gettext.pgettext() and variants support,2504,2015-01-27.21:13:29,2008-03-29.02:10:23,1
zipimport to import from non-ascii pathname on Windows,23327,2015-01-27.19:08:06,2015-01-26.22:43:56,1
"'codecs' module functionality + its docs -- concerning custom codecs, especially non-string ones",23232,2015-01-27.16:02:42,2015-01-13.15:04:27,1
Nonblocking serial io using Arduino and Ubuntu 14.10 (Python 3.4.2) performance slowdown,23324,2015-01-27.15:06:18,2015-01-26.20:36:56,1
xml.etree.ElementTree: add feature to prettify XML output,14465,2015-01-27.10:23:02,2012-04-01.15:28:03,1
test_ssl: failures on OpenBSD with LibreSSL,23177,2015-01-27.10:15:51,2015-01-06.10:54:16,1
Incorrect description of descriptor invocation in Python Language Reference,23317,2015-01-26.17:54:08,2015-01-25.17:16:03,1
Issue with imaplib and append messages passing a tuple with flags,23323,2015-01-26.14:04:31,2015-01-26.12:41:03,1
typos in curses argument error messages,15852,2015-01-26.06:34:35,2012-09-02.21:41:42,1
Deprecate codecs.open(),8796,2015-01-26.04:31:41,2010-05-23.19:27:53,1
Improve disassembly to show embedded code objects,11822,2015-01-26.01:28:23,2011-04-10.20:25:51,1
please add wsgi to SimpleXMLRPCServer,1745722,2015-01-25.22:35:53,2007-06-30.13:31:58,1
mention in time.sleep() docs that it does not block other Python threads,23251,2015-01-25.20:52:50,2015-01-16.17:01:06,1
tempfile.mkdtemp fails with non-ascii paths on Python 2,23315,2015-01-25.12:05:10,2015-01-25.11:02:15,1
ElementTree incorrectly refuses to write attributes without namespaces when default_namespace is used,17088,2015-01-25.11:16:00,2013-01-31.02:35:07,1
Update PC/example_nt and extending/windows.rst,23311,2015-01-24.18:07:24,2015-01-24.17:40:01,1
stdib should use new exception types from PEP 3151,16648,2015-01-23.10:56:04,2012-12-08.19:35:47,1
"Enable 'imageop' - ""Multimedia Srvices Feature module"" for 64-bit platform",22947,2015-01-23.09:32:33,2014-11-26.12:18:31,1
add thai encoding aliases to encodings.aliases,17254,2015-01-23.05:14:38,2013-02-20.11:48:44,1
[Windows] asyncio: add UDP support to ProactorEventLoop,23295,2015-01-23.01:27:42,2015-01-21.23:40:13,1
"Winreg module doesn't support REG_QWORD, small DWORD doc update",23026,2015-01-22.23:24:09,2014-12-10.20:13:53,1
multiprocessing pool.py doesn't close inqueue and outqueue pipes on termination,23267,2015-01-22.23:10:19,2015-01-18.13:33:39,1
Documentation about Py_Finalize(): Freeing objects,23291,2015-01-21.17:53:44,2015-01-21.17:53:44,1
"Improve repr for structseq objects to show named, but unindexed fields",11698,2015-01-21.08:15:15,2011-03-27.22:14:56,1
repr of time.struct_time type does not eval,5907,2015-01-21.08:15:01,2009-05-02.16:30:42,1
altinstall should not install libpython3.so (conflict between multiple $VERSIONs),17975,2015-01-21.07:36:52,2013-05-14.14:43:59,1
namedtuple row factory for sqlite3,13299,2015-01-21.04:43:49,2011-10-31.00:32:25,1
multiprocessing maxtasksperchild=1 + logging = task loss,23278,2015-01-20.20:47:40,2015-01-20.02:02:52,1
hackcheck is broken in association with __setattr__,23276,2015-01-20.20:26:45,2015-01-19.22:22:19,1
Cleanup unused and duplicate imports in tests,23277,2015-01-20.07:09:41,2015-01-20.01:17:42,1
quopri_codec newline handling,20121,2015-01-20.04:44:00,2014-01-04.11:54:50,1
make_ssl_data.py in Python 2.7.9 needs Python 3 to run,23274,2015-01-19.18:34:50,2015-01-19.17:59:46,1
traceback: formatting a traceback stats the filesystem,23273,2015-01-19.17:55:08,2015-01-19.17:55:08,1
Crashes when tarfile contains a symlink and unpack directory contain it too,23228,2015-01-19.09:27:20,2015-01-13.08:55:02,1
quopri module differences in quoted-printable text with whitespace,16473,2015-01-19.06:26:53,2012-11-14.21:22:05,1
"Clean up quopri, correct method names encodestring and decodestring",21869,2015-01-19.05:58:33,2014-06-25.08:51:10,1
Using realpath for __PYVENV_LAUNCHER__ makes Homebrew installs fragile,22490,2015-01-19.05:57:25,2014-09-25.05:30:45,1
shelve.open/bsddb.hashopen exception with unicode paths,9393,2015-01-18.17:03:35,2010-07-28.09:10:41,1
Modernize the IDLE Find/Replace/Find in Files dialogs,23218,2015-01-18.09:40:35,2015-01-10.10:00:51,1
webbrowser doesn't respect xfce default browser,6671,2015-01-18.04:18:20,2009-08-09.10:35:24,1
Inconsistency between quopri.decodestring() and email.quoprimime.decode(),18022,2015-01-17.22:43:15,2013-05-20.14:13:27,1
inspect.getsource() returns incorrect source lines,6700,2015-01-17.15:58:05,2009-08-14.04:19:21,1
BufferedIncrementalEncoder violates IncrementalEncoder interface,20420,2015-01-17.11:12:55,2014-01-28.16:34:45,1
tcpserver should document non-threaded long-living connections,13354,2015-01-17.03:50:47,2011-11-06.09:10:11,1
Make subclassing SocketServer simpler for non-blocking frameworks,14307,2015-01-17.03:40:19,2012-03-14.23:22:58,1
Use specific asserts in operator tests,20544,2015-01-16.08:41:04,2014-02-07.20:25:10,1
Reimplement subset of multiprocessing.sharedctypes using memoryview,14953,2015-01-16.08:31:28,2012-05-29.14:59:42,1
Add aligned memory variants to the suite of PyMem functions/macros,18835,2015-01-15.16:50:11,2013-08-26.02:32:51,1
http.server failed to decode '+' to ' ' when calling cgi script/executable in window,23238,2015-01-15.02:38:22,2015-01-14.08:59:16,1
Add an 'offset' argument to zlib.decompress,5804,2015-01-14.22:27:13,2009-04-21.09:51:41,1
Add float linspace recipe to docs,23226,2015-01-14.16:11:52,2015-01-12.22:40:48,1
Add DTrace probes,13405,2015-01-14.15:38:32,2011-11-14.19:42:06,1
Systemtap and DTrace support,21590,2015-01-14.15:00:43,2014-05-27.13:06:35,1
shutil should accept pathlib types,23241,2015-01-14.13:42:19,2015-01-14.13:02:56,1
codecs.StreamWriter.reset contract not fulfilled,14014,2015-01-14.08:41:11,2012-02-14.18:01:53,1
PEP 463 (except expression) implementation,20739,2015-01-14.01:30:10,2014-02-22.23:56:57,1
run_tests.py doesn't set test.support.verbose correctly,23235,2015-01-14.01:10:42,2015-01-14.00:04:35,1
asyncio: add timeout to StreamReader read methods,23236,2015-01-14.00:49:35,2015-01-14.00:48:28,1
"add inf, nan, infj, nanj to cmath module",23229,2015-01-13.20:52:12,2015-01-13.09:37:07,1
Tools/unicode/gencodec.py error,10552,2015-01-13.05:57:30,2010-11-27.20:29:09,1
`wait` and `as_completed` depend on private api,22729,2015-01-12.22:58:48,2014-10-25.20:41:39,1
Building external modules using Sun Studio 12,1250,2015-01-12.21:57:59,2007-10-09.21:10:51,1
subprocess.Popen.communicate causing local tty terminal settings to change inconsistently,22662,2015-01-12.02:09:01,2014-10-17.20:44:33,1
Improve object.__doc__ and help(object) output,20285,2015-01-12.02:02:26,2014-01-17.00:59:11,1
Update grammar tests to use new style for annotated function definitions,23182,2015-01-12.02:00:56,2015-01-07.08:49:05,1
merge large parts of test_binop.py and test_fractions.py,22495,2015-01-12.01:48:54,2014-09-25.12:27:44,1
BufferedReader.read1(size) signature incompatible with BufferedIOBase.read1(size=-1),23214,2015-01-11.23:23:00,2015-01-10.01:46:22,1
pdb docs need to contain a statement on threads/multithreaded debugging,23163,2015-01-11.18:04:47,2015-01-04.10:21:23,1
IDLE grep/find/replace source code needs docstrings,23216,2015-01-11.16:04:15,2015-01-10.09:15:06,1
multiprocessing doc organization impedes understanding,23100,2015-01-11.14:11:09,2014-12-22.23:58:11,1
Comparison operators called in reverse order for subclasses with no override.,22052,2015-01-11.06:36:23,2014-07-23.21:03:30,1
Unit test needed for IDLE's GrepDialog.py's findfiles(),23205,2015-01-11.04:31:10,2015-01-09.08:16:00,1
"Aliasing import of sub-{module,package} from the package raises AttributeError on import.",23203,2015-01-11.02:05:06,2015-01-09.06:44:42,1
sqlite3 Cursor.description doesn't set type_code,11691,2015-01-11.02:04:30,2011-03-27.04:16:14,1
"sqlite3 SELECT does not BEGIN a transaction, but should according to spec",9924,2015-01-11.02:03:56,2010-09-23.03:56:05,1
sqlite dumpiter dumps invalid script when virtual tables are used,20463,2015-01-11.02:01:17,2014-01-31.19:57:36,1
sqlite3 Row can return duplicate keys when using adapters,21465,2015-01-11.02:00:40,2014-05-09.21:50:56,1
The sqlite3 context manager does not work with isolation_level=None,16958,2015-01-11.02:00:29,2013-01-14.00:46:44,1
Fix sqlite3 in unicodeless build,21836,2015-01-11.02:00:14,2014-06-24.07:07:40,1
sqlite3 returns result set with doubled first entry,20562,2015-01-11.01:59:45,2014-02-08.12:43:08,1
sqlite3 converter not being called,20587,2015-01-11.01:59:19,2014-02-10.21:52:57,1
sqlite3 module breaks transactions and potentially corrupts data,10740,2015-01-11.01:56:01,2010-12-20.18:02:11,1
subprocess communicate() hangs when stderr isn't closed,23213,2015-01-10.03:05:50,2015-01-10.00:02:11,1
ctypes - documentation example,16192,2015-01-09.16:42:49,2012-10-11.02:42:49,1
Unification of read() and readline() argument names,17003,2015-01-09.15:03:32,2013-01-20.16:13:14,1
IDLE shell shouldn't use TABs,7676,2015-01-09.01:02:31,2010-01-11.12:36:19,1
Sorting with locale (strxfrm) does not work properly with Python3 on BSD or OS X,23195,2015-01-08.22:37:48,2015-01-08.20:30:56,1
Add tests for CLI of the tabnanny module,19102,2015-01-08.11:04:32,2013-09-27.11:41:08,1
IDLE - TreeWidget draw and double-click (Ubuntu),6171,2015-01-07.20:51:52,2009-06-02.00:46:51,1
MozillaCookieJar does not handle session cookies,17164,2015-01-07.14:11:05,2013-02-08.21:23:23,1
Update tix install information in tkinter tix chapter of doc,23156,2015-01-07.06:59:33,2015-01-03.21:55:24,1
MSILIB truncates last character in summary information stream,22391,2015-01-06.12:35:21,2014-09-11.16:53:29,1
"""unclosed file"" warning when defining unused logging FileHandler in dictConfig",23010,2015-01-06.12:29:41,2014-12-08.13:46:54,1
test_file.py depends on sys.stdin being unseekable,14853,2015-01-06.11:43:40,2012-05-18.18:50:06,1
socket.recvfrom(0) waits for data,23176,2015-01-06.04:13:22,2015-01-06.02:58:37,1
xmlrpc.client.ServerProxy needs timeout parameter,14134,2015-01-05.19:24:34,2012-02-26.22:19:00,1
Migrate sqlite3 module to _v2 API to enhance performance,9303,2015-01-05.17:18:17,2010-07-19.12:08:04,1
Add timeout parameter to Queue.join(),9634,2015-01-05.14:03:54,2010-08-18.17:46:20,1
collections.abc sequences don't check identity before equality,23162,2015-01-05.06:20:56,2015-01-04.08:05:06,1
unittest: object has no attribute '_removed_tests',23155,2015-01-04.20:11:15,2015-01-03.19:38:03,1
Improved support for prepared SQL statements,22956,2015-01-04.14:28:44,2014-11-27.13:38:39,1
"""pydoc filter"" documentation restrictive",23164,2015-01-04.13:19:32,2015-01-04.13:19:32,1
pyvenv should display a progress indicator while creating an environment,22256,2015-01-04.08:06:31,2014-08-23.09:12:01,1
httplib: unicode url will cause an ascii codec error when combined with a utf-8 string header,22231,2015-01-04.06:46:17,2014-08-20.02:49:37,1
"Setup & Usage documentation for pydoc, idle & 2to3",14944,2015-01-04.02:29:37,2012-05-29.01:47:37,1
IDLE HOWTO,17583,2015-01-04.02:17:21,2013-03-30.23:12:36,1
urllib parse incorrect handing of params,23150,2015-01-03.20:48:25,2015-01-02.14:13:47,1
Rename Scripts directory to bin and move python.exe to bin,14302,2015-01-03.14:36:43,2012-03-14.16:29:34,1
Python Tutorial 4.7.1: Improve ask_ok() to cover more input values,23116,2015-01-03.12:18:03,2014-12-26.19:42:14,1
pip.exe breaks if python 2.7.9 is installed under c:\Program Files\Python,23121,2015-01-03.10:51:01,2014-12-27.15:10:13,1
flaky test in test_datetime,15933,2015-01-03.03:41:51,2012-09-12.16:20:15,1
unittest expectedFailure could take a message argument like skip does,12681,2015-01-02.20:17:20,2011-08-02.11:41:56,1
patch: steer people away from codecs.open,22128,2015-01-02.20:16:39,2014-08-03.13:17:18,1
"list(pathlib.Path().glob("""")) fails with IndexError",23076,2015-01-01.18:42:51,2014-12-17.23:59:40,1
spwd returning different value depending on privileges,10388,2015-01-01.17:47:13,2010-11-11.14:03:10,1
Misleading error from getspnam function of spwd module,18787,2015-01-01.17:44:32,2013-08-20.04:13:01,1
Integration of unittest.FunctionTestCase with automatic discovery and loading,23142,2015-01-01.16:06:36,2015-01-01.07:58:44,1
Change necessary in platform.py to support IronPython,17994,2015-01-01.02:49:39,2013-05-16.14:24:45,1
Alternate RFC 3986 compliant URI parsing module,1500504,2015-01-01.01:25:35,2006-06-04.14:50:18,1
PEP 1: Allow Provisional status for PEPs,23077,2014-12-31.18:13:41,2014-12-18.00:08:58,1
Document PyCFunction_New and PyCFunction_NewEx functions,16776,2014-12-31.16:34:48,2012-12-25.11:15:54,1
"Doc cleanup regarding path=fd, dir_fd, follow_symlinks, etc",16024,2014-12-31.16:31:25,2012-09-24.15:29:58,1
doctest work with Windows PyReadline,1708316,2014-12-31.16:25:57,2007-04-26.19:02:04,1
curses for win32,1005895,2014-12-31.16:25:39,2004-08-09.11:05:57,1
mailbox: other programs' messages can vanish without trace,1599254,2014-12-31.16:25:26,2006-11-19.16:03:08,1
difflib.SequenceMatcher and Match: code and doc bugs,12384,2014-12-31.16:25:04,2011-06-21.20:00:41,1
mailbox module doesn't support compressed mbox,2209,2014-12-31.16:24:09,2008-02-29.11:14:45,1
Single-line option to pygettext.py,1098749,2014-12-31.16:23:24,2005-01-09.03:01:53,1
Curses Menu,1723038,2014-12-31.16:23:19,2007-05-21.21:00:33,1
Documentation is too personalized,18280,2014-12-31.16:23:08,2013-06-22.08:28:34,1
missing meta-info in documentation pdf,5901,2014-12-31.16:23:00,2009-05-02.06:42:56,1
Add advice on best practices for hashing secrets,17006,2014-12-31.16:22:31,2013-01-21.08:48:02,1
redirected cookies,1570255,2014-12-31.16:22:24,2006-10-03.20:37:58,1
support plurals in pygettext,8502,2014-12-31.16:22:09,2010-04-23.01:09:55,1
Setup & Usage documentation for selected stdlib modules,14945,2014-12-31.16:21:55,2012-05-29.01:50:58,1
curses.ascii.isblank() function is broken. It confuses backspace (BS 0x08) with tab (0x09),9770,2014-12-31.16:21:42,2010-09-04.00:01:48,1
tarfile missing entries due to omitted uid/gid fields,15858,2014-12-31.16:21:35,2012-09-03.19:47:40,1
mailbox (2.5b1): locking doesn't work (esp. on FreeBSD),1512163,2014-12-31.16:21:09,2006-06-25.15:38:46,1
Curses terminal resize problems when Python is in interactive mode,2675,2014-12-31.16:20:57,2008-04-23.15:41:39,1
curses - new window methods: addchstr and addchnstr,1751519,2014-12-31.16:20:52,2007-07-10.22:48:41,1
missing termios constants,7695,2014-12-31.16:20:36,2010-01-13.20:02:29,1
PEP 414 installation hook fails with an AssertionError,14713,2014-12-31.16:20:19,2012-05-03.15:42:20,1
"curses patch add color_set and wcolor_set , and addchstr family of functions",5368,2014-12-31.16:19:57,2009-02-25.17:30:28,1
Cookie.BaseCookie has ambiguous unicode handling,2212,2014-12-31.16:19:50,2008-02-29.20:07:48,1
urllib2 fails against IIS 6.0 (No support for MD5-sess auth),2202,2014-12-31.16:19:29,2008-02-28.18:26:33,1
%-formatting and dicts,1467929,2014-12-31.16:19:19,2006-04-10.19:39:08,1
"fnmatch, glob: Allow curly brace expansion",9584,2014-12-31.16:18:50,2010-08-13.08:36:51,1
Misleading documentations and comments in regular expression HOWTO,18779,2014-12-31.16:15:07,2013-08-19.07:45:16,1
syntax diagram after EBNF description?,23139,2014-12-31.09:47:51,2014-12-31.09:47:51,1
bdist_wininst installers fail to load extensions built with Issue4120 patch,7833,2014-12-30.13:03:12,2010-02-01.22:12:51,1
"In imaplib, cached capabilities may be out of date after login",18921,2014-12-30.09:52:03,2013-09-04.14:27:30,1
distutils: isinstance checks fail with setuptools-monkeypatched Extension/Distribution,23102,2014-12-29.11:55:03,2014-12-23.06:36:28,1
Idle extension configuration and key bindings,22706,2014-12-28.08:01:44,2014-10-23.00:17:33,1
installation order of 32bit and 64bit python seems to matter,23120,2014-12-27.15:46:35,2014-12-27.13:38:30,1
SyntaxError: encoding problem: iso-8859-1 on Windows,20844,2014-12-27.13:29:55,2014-03-03.13:54:42,1
Add SystemTap static markers,14776,2014-12-27.04:41:11,2012-05-10.21:05:15,1
French quotes in the documentation are often ungrammatical,23109,2014-12-26.17:20:42,2014-12-24.11:42:35,1
[Windows x86-64] ctypes: Incorrect function call,23104,2014-12-25.23:26:36,2014-12-23.11:33:43,1
document the special features (eg: fdclose=False) of the standard streams,22673,2014-12-25.06:02:41,2014-10-19.19:00:58,1
link_objects in setup.cfg crashes build,1703178,2014-12-25.02:40:32,2007-04-18.19:03:11,1
